"","dc_key","race","sex","fatal","date","has_court_case","age","street_name","block_number","zip_code","council_district","police_district","neighborhood","house_district","senate_district","school_catchment","lng","lat","year"
"894","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","7/3/2023 20:28","Yes",29,"S 56TH ST",1600,19143,3,12,"Paschall-Kingsessing",186,8,"S. Weir Mitchell School",-75.226796,39.938646,2023
"895","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","7/3/2023 20:28","Yes",2,"S 56TH ST",1600,19143,3,12,"Paschall-Kingsessing",186,8,"S. Weir Mitchell School",-75.226796,39.938646,2023
"896","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","7/3/2023 20:28","Yes",59,"S 56TH ST",1600,19143,3,12,"Paschall-Kingsessing",186,8,"S. Weir Mitchell School",-75.226796,39.938646,2023
"897","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","7/3/2023 20:28","Yes",15,"S 56TH ST",1600,19143,3,12,"Paschall-Kingsessing",186,8,"S. Weir Mitchell School",-75.226796,39.938646,2023
"898","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","7/3/2023 20:28","Yes",21,"S 5TH ST",1600,19148,1,3,"Pennsport-Queen Village",184,1,"Eliza B. Kirkbride School",-75.153767,39.928481,2023
"899","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","7/3/2023 18:41","Yes",41,"W BRISTOL ST",800,19140,7,25,"Hunting Park-Fairhill",197,3,"Alexander K. McClure School",-75.139793,40.017277,2023
"900","2.02312E+11","Asian","Female","Nonfatal","7/3/2023 14:57","No",25,"LONGSPUR PL",7300,19153,2,12,"Eastwick-Elmwood",185,8,"John M. Patterson School",-75.237117,39.909165,2023
"901","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","7/2/2023 21:22","No",18,"S 58TH ST",300,19139,3,18,"Cobbs Creek",191,8,"Andrew Hamilton School",-75.237958,39.955724,2023
"902","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","7/2/2023 6:57","No",31,"W PIKE ST",1700,19140,8,39,"Nicetown-Tioga",198,3,"Mastery Charter School at Cleveland",-75.155635,40.012856,2023
"903","2.02306E+11","Black (Non-Hispanic)","Male","Nonfatal","7/2/2023 4:19","No",53,"SPRING GARDEN ST",800,19123,1,6,"Northern Liberties-West Kensington",175,1,"General Philip Kearny School",-75.152125,39.961424,2023
"904","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","7/2/2023 3:30","No",34,"N 52ND ST",400,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.225015,39.96791,2023
"905","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","7/2/2023 2:36","Yes",52,"S CLARION ST",600,19147,2,3,"Pennsport-Queen Village",182,1,"Andrew Jackson School",-75.164148,39.943024,2023
"906","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","7/2/2023 0:08","No",14,"W HAGERT ST",2500,19132,5,22,"Strawberry Mansion",195,7,"Richard R. Wright School",-75.173204,39.992409,2023
"907","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","7/2/2023 0:08","No",16,"W HAGERT ST",2500,19132,5,22,"Strawberry Mansion",195,7,"Richard R. Wright School",-75.173204,39.992409,2023
"908","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","7/2/2023 0:08","No",14,"W HAGERT ST",2500,19132,5,22,"Strawberry Mansion",195,7,"Richard R. Wright School",-75.173204,39.992409,2023
"909","2.02316E+11","Black (Non-Hispanic)","Male","Fatal","7/1/2023 20:53","No",29,"WYALUSING AVE",4300,19104,3,16,"Mill Creek-Parkside",190,7,"Rudolph Blankenburg School",-75.211072,39.971334,2023
"910","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","7/1/2023 20:23","No",40,"ARCH ST",5100,19139,3,16,"Haddington-Overbrook",190,7,"James Rhoads School",-75.223864,39.961538,2023
"911","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","7/1/2023 15:52","No",18,"W NORRIS ST",3200,19121,5,22,"Strawberry Mansion",195,3,"James G. Blaine School",-75.185729,39.986915,2023
"912","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","7/1/2023 14:04","No",28,"RIDGE AVE",2300,19121,5,22,"Strawberry Mansion",195,3,"Mastery Charter School at Douglass",-75.173076,39.980996,2023
"913","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","7/1/2023 7:59","Yes",39,"FRANKFORD AVE",3900,19124,1,24,"Juniata Park-Harrowgate",177,5,"John H. Webster School",-75.094359,40.003835,2023
"914","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","7/1/2023 2:57","No",35,"S BAILEY ST",1500,19146,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.188722,39.933522,2023
"915","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","7/1/2023 1:06","No",18,"THOURON AVE",7800,19150,9,14,"West Oak Lane-Cedarbrook",200,4,"Franklin S. Edmonds School",-75.165529,40.069412,2023
"916","2.02315E+11","White (Non-Hispanic)","Male","Nonfatal","7/1/2023 1:01","No",52,"FOULKROD ST",1000,19124,7,15,"Frankford",177,2,"The Philadelphia Charter School for Arts and Sciences",-75.091653,40.022942,2023
"917","2.02317E+11","Black (Non-Hispanic)","Male","Fatal","6/30/2023 22:18","No",30,"S 19TH ST",1400,19146,2,17,"Schuylkill-Point Breeze",186,8,"George W. Childs School",-75.17596,39.933005,2023
"918","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/29/2023 23:21","No",24,"PINE ST",6000,19143,3,18,"Cobbs Creek",191,8,"William C. Bryant School",-75.24251,39.955603,2023
"919","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/29/2023 19:04","Yes",23,"TORRESDALE AVE",6600,19135,6,15,"Wissinoming-Tacony",173,5,"Hamilton Disston School",-75.04795,40.023814,2023
"920","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/29/2023 17:58","Yes",23,"W LOUDON ST",1100,19141,8,35,"Logan",201,3,"Jay Cooke School",-75.142892,40.025507,2023
"921","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/28/2023 23:30","No",45,"TORRESDALE AVE",7300,19136,6,15,"Mayfair-Holmesburg",173,5,"Edwin Forrest School",-75.034377,40.030518,2023
"922","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","6/28/2023 22:52","No",27,"W SUSQUEHANNA AVE",1600,19121,5,22,"Sharswood-Stanton",181,3,"Tanner G. Duckrey School",-75.159596,39.986681,2023
"923","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","6/27/2023 21:42","No",22,"N STILLMAN ST",3100,19132,4,39,"Nicetown-Tioga",198,7,"E. Washington Rhodes School",-75.171179,40.003565,2023
"924","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/27/2023 16:19","No",34,"E CLARKSON AVE",300,19120,9,35,"Olney-Feltonville",179,3,"Olney School",-75.117733,40.033207,2023
"925","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","6/27/2023 2:47","No",31,"N VAN PELT ST",2800,19132,8,39,"Nicetown-Tioga",197,3,"Thomas M. Peirce School",-75.165816,39.998127,2023
"926","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/26/2023 22:31","No",17,"HORTON ST",200,19139,4,19,"Haddington-Overbrook",192,7,"John Barry School",-75.243503,39.966437,2023
"927","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","6/26/2023 18:25","No",28,"W DAUPHIN ST",2100,19132,5,22,"Strawberry Mansion",181,3,"William Dick School",-75.167575,39.989378,2023
"928","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","6/26/2023 17:30","No",28,"G ST",3100,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.115623,39.99616,2023
"929","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","6/26/2023 17:30","No",25,"G ST",3100,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.115623,39.99616,2023
"930","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/26/2023 1:26","No",20,"N BROAD ST",3400,19140,5,25,"Nicetown-Tioga",197,3,"Mary M. Bethune School",-75.15192,40.005393,2023
"931","2.02302E+11","Black (Non-Hispanic)","Male","Nonfatal","6/26/2023 1:00","Yes",52,"E HILL CREEK DR",500,19120,9,2,"Lawndale-Crescentville",203,2,"Universal Charter School at Creighton",-75.109922,40.037355,2023
"932","2.02339E+11","Black (Non-Hispanic)","Female","Nonfatal","6/25/2023 21:30","No",30,"N DOVER ST",2700,19132,4,39,"Nicetown-Tioga",195,7,"Dr. Ethel Allen School",-75.177907,39.997489,2023
"933","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","6/25/2023 21:30","No",38,"N DOVER ST",2700,19132,4,39,"Nicetown-Tioga",195,7,"Dr. Ethel Allen School",-75.177907,39.997489,2023
"934","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","6/25/2023 16:15","Yes",18,"CASTOR AVE",2000,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.09953,39.999937,2023
"935","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/25/2023 4:25","No",37,"HORROCKS ST",5800,19124,7,15,"Mayfair-Holmesburg",202,2,"William H. Ziegler School",-75.08057,40.029666,2023
"936","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","6/25/2023 1:21","No",19,"BELMONT MANSION DR",1800,19131,4,16,"Park",190,7,"Mastery Charter School at Mann",-75.21422,39.989945,2023
"937","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/25/2023 1:21","Yes",20,"BELMONT MANSION DR",1800,19131,4,16,"Park",190,7,"Mastery Charter School at Mann",-75.21422,39.989945,2023
"938","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 20:03","Yes",55,"N BROAD ST",6100,19141,9,35,"Oak Lane - Fernrock",201,3,"Julia W. Howe School",-75.142228,40.046646,2023
"939","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 18:59","No",21,"E WILLARD ST",1800,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.111541,39.997438,2023
"940","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 18:59","No",23,"E WILLARD ST",1800,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.111541,39.997438,2023
"941","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 17:49","Yes",5,"W PASSYUNK AVE",6100,19153,3,12,"Airport-Navy Yard",191,8,"John M. Patterson School",-75.208758,39.918283,2023
"942","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 17:49","Yes",71,"W PASSYUNK AVE",6100,19153,3,12,"Airport-Navy Yard",191,8,"John M. Patterson School",-75.208758,39.918283,2023
"943","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 5:42","No",37,"E ERIE AVE",100,19134,7,25,"Hunting Park-Fairhill",180,2,"Clara Barton School",-75.125462,40.007407,2023
"944","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","6/24/2023 2:38","Yes",30,"KELLY DR",2000,19121,4,22,"Park",190,7,"James G. Blaine School",-75.194974,39.992069,2023
"945","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","6/24/2023 1:57","Yes",21,"W GIRARD AVE",1400,19130,5,22,"Sharswood-Stanton",181,3,"General George G. Meade School",-75.159507,39.971471,2023
"946","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","6/24/2023 1:57","Yes",24,"W GIRARD AVE",1400,19130,5,22,"Sharswood-Stanton",181,3,"General George G. Meade School",-75.159507,39.971471,2023
"947","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/23/2023 22:31","No",39,"N 63RD ST",500,19151,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.244994,39.970642,2023
"948","2.02302E+11","Hispanic (Black or White)","Male","Nonfatal","6/23/2023 22:21","No",47,"CASTOR AVE",5900,19149,9,2,"Oxford Circle",179,2,"Laura H. Carnell School",-75.083367,40.033411,2023
"949","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","6/23/2023 20:41","No",34,"GREENWAY AVE",6400,19142,2,12,"Paschall-Kingsessing",191,8,"Joseph W. Catharine School",-75.234364,39.9275,2023
"950","2.02325E+11","Hispanic (Black or White)","Male","Fatal","6/23/2023 18:10","Yes",30,"ELLA ST",3300,19134,7,25,"Hunting Park-Fairhill",180,2,"William Cramp School",-75.12591,40.001109,2023
"951","2.02324E+11","Hispanic (Black or White)","Male","Fatal","6/23/2023 10:26","Yes",23,"ROSEHILL ST",2800,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.125252,39.991824,2023
"952","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/22/2023 21:04","No",32,"WOODLAND AVE",6100,19142,2,12,"Paschall-Kingsessing",191,8,"Thomas G. Morton School",-75.229513,39.92889,2023
"953","2.02314E+11","Black (Non-Hispanic)","Male","Fatal","6/22/2023 14:13","No",12,"LOCUST AVE",700,19144,8,14,"Germantown",198,4,"Mastery Charter School at Pastorius",-75.163142,40.043814,2023
"954","2.02314E+11","Black (Non-Hispanic)","Male","Fatal","6/22/2023 14:13","No",30,"LOCUST AVE",700,19144,8,14,"Germantown",198,4,"Mastery Charter School at Pastorius",-75.163142,40.043814,2023
"955","2.02314E+11","Black (Non-Hispanic)","Male","Fatal","6/22/2023 14:12","No",47,"LOCUST AVE",700,19144,8,14,"Germantown",198,4,"Mastery Charter School at Pastorius",-75.163142,40.043814,2023
"956","2.02339E+11","White (Non-Hispanic)","Female","Fatal","6/22/2023 12:29","No",68,"E VENANGO ST",2100,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.100101,39.996816,2023
"957","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","6/22/2023 12:29","No",40,"E VENANGO ST",2100,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.100101,39.996816,2023
"958","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","6/22/2023 12:29","No",37,"E VENANGO ST",2100,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.100101,39.996816,2023
"959","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 22:25","No",21,"LOCUST ST",4700,19139,3,18,"University City",188,8,"Henry C. Lea School",-75.215937,39.954589,2023
"960","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","6/21/2023 21:44","No",32,"WOODLAND AVE",6700,19142,2,12,"Paschall-Kingsessing",191,8,"Joseph W. Catharine School",-75.237233,39.923626,2023
"961","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 21:41","No",53,"W WINGOHOCKING ST",1100,19140,8,35,"Logan",201,3,"Jay Cooke School",-75.144578,40.021022,2023
"962","2.02302E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 20:30","No",36,"OXFORD AVE",5700,19149,9,2,"Lawndale-Crescentville",179,2,"Laura H. Carnell School",-75.085101,40.033101,2023
"963","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","6/21/2023 20:02","No",40,"REGENT ST",6000,19142,2,12,"Paschall-Kingsessing",191,8,"S. Weir Mitchell School",-75.232329,39.932474,2023
"964","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 19:20","No",23,"N WANAMAKER ST",400,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Daroff",-75.236214,39.967942,2023
"965","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 19:20","No",20,"N WANAMAKER ST",400,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Daroff",-75.236214,39.967942,2023
"966","2.02301E+11","Black (Non-Hispanic)","Female","Nonfatal","6/21/2023 17:52","No",44,"S 25TH ST",2300,19145,2,1,"Grays Ferry-Passyunk",186,8,"Stephen Girard School",-75.189084,39.923863,2023
"967","2.02301E+11","Black (Non-Hispanic)","Male","Nonfatal","6/21/2023 17:52","No",29,"S 25TH ST",2300,19145,2,1,"Grays Ferry-Passyunk",186,8,"Stephen Girard School",-75.189084,39.923863,2023
"968","2.02318E+11","Black (Non-Hispanic)","Male","Fatal","6/20/2023 15:10","No",20,"WALNUT ST",5200,19139,3,18,"Cobbs Creek",190,8,"Global Leadership Academy at Huey",-75.22679,39.957061,2023
"969","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/20/2023 15:10","No",18,"WALNUT ST",5200,19139,3,18,"Cobbs Creek",190,8,"Global Leadership Academy at Huey",-75.22679,39.957061,2023
"970","2.02319E+11","Black (Non-Hispanic)","Female","Nonfatal","6/20/2023 12:52","Yes",17,"MEDIA ST",5500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.233089,39.975185,2023
"971","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/20/2023 12:22","No",36,"W CAMBRIA ST",100,19133,7,25,"Hunting Park-Fairhill",180,2,"Isaac A. Sheppard School",-75.130641,39.99401,2023
"972","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","6/19/2023 23:50","No",13,"N 29TH ST",1700,19121,5,22,"Strawberry Mansion",195,3,"William D. Kelley School",-75.181481,39.982597,2023
"973","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 23:50","No",18,"N 29TH ST",1700,19121,5,22,"Strawberry Mansion",195,3,"William D. Kelley School",-75.181481,39.982597,2023
"974","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 22:01","Yes",18,"AMBER ST",2200,19125,1,26,"Lower Kensington",175,2,"Henry A. Brown School",-75.130808,39.981346,2023
"975","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 20:10","No",36,"COBBS CREEK PKWY",1700,19143,3,12,"Paschall-Kingsessing",191,8,"William C. Longstreth School",-75.23468,39.935847,2023
"976","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","6/19/2023 18:44","No",32,"MC CLELLAN ST",500,19148,1,3,"Pennsport-Queen Village",184,1,"Vare-Washington School",-75.154376,39.925684,2023
"977","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 14:32","Yes",32,"KENSINGTON AVE",2700,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.122931,39.991177,2023
"978","2.02325E+11","White (Non-Hispanic)","Male","Nonfatal","6/19/2023 12:15","Yes",20,"RISING SUN AVE",4200,19140,7,25,"Hunting Park-Fairhill",180,2,"Alexander K. McClure School",-75.130245,40.014942,2023
"979","2.02303E+11","Black (Non-Hispanic)","Male","Fatal","6/19/2023 2:19","No",35,"S FRONT ST",500,19147,1,3,"Center City East",175,1,"General George A. McCall School",-75.143966,39.941688,2023
"980","2.02306E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 1:24","No",22,"RENO PL",900,19123,5,6,"Poplar-Temple",181,1,"General Philip Kearny School",-75.152103,39.966467,2023
"981","2.02306E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 1:24","No",21,"RENO PL",900,19123,5,6,"Poplar-Temple",181,1,"General Philip Kearny School",-75.152103,39.966467,2023
"982","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/19/2023 0:58","No",34,"S 54TH ST",500,19143,3,18,"Cobbs Creek",188,8,"Global Leadership Academy at Huey",-75.230465,39.951706,2023
"983","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","6/18/2023 16:08","Yes",45,"STENTON AVE",6400,19150,9,14,"West Oak Lane-Cedarbrook",203,4,"Anna B. Day School",-75.168069,40.061083,2023
"984","2.02325E+11","Hispanic (Black or White)","Male","Fatal","6/18/2023 14:41","Yes",28,"E HILTON ST",700,19134,7,25,"Upper Kensington",180,2,"Philip H. Sheridan School",-75.117157,39.997468,2023
"985","2.02306E+11","Black (Non-Hispanic)","Female","Nonfatal","6/18/2023 1:00","No",22,"GREEN ST",700,19123,5,6,"Poplar-Temple",181,1,"General Philip Kearny School",-75.150599,39.962836,2023
"986","2.02306E+11","Black (Non-Hispanic)","Male","Nonfatal","6/18/2023 1:00","No",25,"GREEN ST",700,19123,5,6,"Poplar-Temple",181,1,"General Philip Kearny School",-75.150599,39.962836,2023
"987","2.02306E+11","Black (Non-Hispanic)","Male","Nonfatal","6/18/2023 1:00","No",31,"GREEN ST",700,19123,5,6,"Poplar-Temple",181,1,"General Philip Kearny School",-75.150599,39.962836,2023
"988","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 22:15","No",27,"G ST",3100,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.115646,39.995836,2023
"989","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 19:48","No",40,"S RINGGOLD ST",1700,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.185516,39.93128,2023
"990","2.02317E+11","Black (Non-Hispanic)","Female","Nonfatal","6/17/2023 19:48","No",58,"S RINGGOLD ST",1700,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.185516,39.93128,2023
"991","2.02317E+11","Black (Non-Hispanic)","Female","Nonfatal","6/17/2023 19:48","No",54,"S RINGGOLD ST",1700,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.185516,39.93128,2023
"992","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 19:48","No",29,"S RINGGOLD ST",1700,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.185516,39.93128,2023
"993","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 19:48","No",4,"S RINGGOLD ST",1700,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.185516,39.93128,2023
"994","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 17:43","Yes",35,"N SMEDLEY ST",3800,19140,8,39,"Nicetown-Tioga",198,3,"Mastery Charter School at Cleveland",-75.154827,40.01185,2023
"995","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/17/2023 0:39","Yes",27,"N 63RD ST",200,19139,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.245963,39.967035,2023
"996","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/16/2023 23:02","Yes",48,"W TABOR RD",400,19120,9,35,"Olney-Feltonville",179,3,"Andrew J. Morrison School",-75.129185,40.034128,2023
"997","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","6/16/2023 5:25","No",20,"WEYMOUTH ST",3100,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.117231,39.995976,2023
"998","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/16/2023 1:11","No",33,"DELANCEY ST",3900,19104,3,18,"University City",188,8,"Samuel Powel School",-75.20313,39.951186,2023
"999","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 21:56","Yes",40,"MARKET ST",5200,19139,3,19,"Haddington-Overbrook",190,7,"Alain Locke School",-75.225468,39.960162,2023
"1000","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 15:12","Yes",27,"OXFORD AVE",4700,19124,7,15,"Frankford",179,2,"John Marshall School",-75.08386,40.016858,2023
"1001","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 10:39","No",31,"S FELTON ST",2200,19142,2,12,"Paschall-Kingsessing",191,8,"Thomas G. Morton School",-75.231114,39.927758,2023
"1002","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 0:17","No",69,"W INDIANA AVE",400,19133,7,25,"Hunting Park-Fairhill",197,2,"Potter-Thomas School",-75.138815,39.996654,2023
"1003","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 0:17","No",48,"W INDIANA AVE",400,19133,7,25,"Hunting Park-Fairhill",197,2,"Potter-Thomas School",-75.138815,39.996654,2023
"1004","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/15/2023 0:00","No",24,"N 7TH ST",3800,19140,7,25,"Hunting Park-Fairhill",197,3,"Bayard Taylor School",-75.140149,40.009476,2023
"1005","2.02325E+11","Hispanic (Black or White)","Male","Fatal","6/14/2023 23:01","No",34,"W LEHIGH AVE",1300,19132,5,25,"Hunting Park-Fairhill",181,3,"Mastery Charter School at Clymer",-75.152487,39.993754,2023
"1006","2.02335E+11","Black (Non-Hispanic)","Female","Nonfatal","6/14/2023 19:59","No",30,"E ALBANUS ST",100,19120,9,35,"Olney-Feltonville",179,3,"Olney School",-75.122572,40.026673,2023
"1007","2.02335E+11","Black (Non-Hispanic)","Female","Nonfatal","6/14/2023 19:59","No",2,"E ALBANUS ST",100,19120,9,35,"Olney-Feltonville",179,3,"Olney School",-75.122572,40.026673,2023
"1008","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","6/14/2023 14:35","No",33,"CECIL B MOORE AVE",2200,19121,5,22,"Sharswood-Stanton",181,3,"Mastery Charter School at Douglass",-75.172375,39.980615,2023
"1009","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/14/2023 13:37","No",15,"BRIDGE ST",1600,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.076819,40.023222,2023
"1010","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 23:07","No",26,"W LEHIGH AVE",400,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.138789,39.992029,2023
"1011","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 22:16","No",15,"VINE ST",6100,19139,4,19,"Haddington-Overbrook",192,7,"John Barry School",-75.243212,39.967076,2023
"1012","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 20:46","No",27,"S 54TH ST",1300,19143,3,12,"Paschall-Kingsessing",186,8,"Avery D. Harrington School",-75.224105,39.941009,2023
"1013","2.02312E+11","Black (Non-Hispanic)","Female","Nonfatal","6/13/2023 20:46","No",24,"S 54TH ST",1300,19143,3,12,"Paschall-Kingsessing",186,8,"Avery D. Harrington School",-75.224105,39.941009,2023
"1014","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 17:01","No",19,"OLD YORK RD",6300,19141,8,35,"Ogontz",201,4,"Prince Hall School",-75.144597,40.049383,2023
"1015","2.02315E+11","Black (Non-Hispanic)","Female","Nonfatal","6/13/2023 14:07","Yes",50,"FOULKROD ST",1600,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.082605,40.017868,2023
"1016","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 13:59","Yes",28,"FILLMORE ST",1300,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.0867,40.020949,2023
"1017","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 2:07","No",20,"GERMANTOWN AVE",3000,19133,5,25,"Hunting Park-Fairhill",181,3,"Mastery Charter School at Clymer",-75.147124,39.99877,2023
"1018","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 1:42","No",27,"BALTIMORE AVE",4700,19143,3,18,"University City",188,8,"Avery D. Harrington School",-75.217529,39.948515,2023
"1019","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","6/13/2023 0:01","No",27,"FRANKFORD AVE",4900,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.081033,40.019757,2023
